transaction_id,business_id,account_id,transaction_date,amount,transaction_type,category,merchant_name,payment_mode,balance_after_transaction,city,branch,season,description
TXN-106495,33,ACC-1033,2024-10-14,22194.41,debit,maintenance,"Chacko, Loyal and Sha",cheque,660703.14,Coimbatore,Coimbatore Ulhasnagar Branch,Q4 - Festival,Maintenance transaction via cheque
TXN-108288,42,ACC-1042,2024-10-14,220486.93,credit,sales,Customer Receipt,cash,1592963.4,Coimbatore,Coimbatore Raiganj Branch,Q4 - Festival,Sales transaction via NEFT
TXN-102289,12,ACC-1012,2024-10-14,35842.2,debit,rent,Tandon LLC,cheque,1729114.21,Coimbatore,Coimbatore Raurkela Industrial Township Branch,Q4 - Festival,Rent transaction via cheque
TXN-106093,31,ACC-1031,2024-10-14,58153.15,credit,sales,Customer Receipt,cash,3742344.58,Coimbatore,Coimbatore Thoothukudi Branch,Q4 - Festival,Sales transaction via RTGS
TXN-108097,41,ACC-1041,2024-10-14,20748.13,debit,loan EMI,Dugar PLC,card,2530277.88,Hyderabad,Hyderabad Udaipur Branch,Q4 - Festival,Loan emi transaction via RTGS
TXN-108492,43,ACC-1043,2024-10-14,331494.58,credit,sales,Customer Receipt,NEFT,2141732.61,Delhi,Delhi Tirupati Branch,Q4 - Festival,Sales transaction via RTGS
TXN-106894,35,ACC-1035,2024-10-14,177682.3,credit,sales,Customer Receipt,NEFT,2273337.85,Chennai,Chennai Dharmavaram Branch,Q4 - Festival,Sales transaction via RTGS
TXN-101695,9,ACC-1009,2024-10-14,3476.22,credit,refund,Customer Receipt,UPI,2817106.34,Chennai,Chennai Vasai-Virar Branch,Q4 - Festival,Refund transaction via UPI
TXN-101891,10,ACC-1010,2024-10-14,20007.12,credit,refund,Customer Receipt,RTGS,1569138.57,Delhi,Delhi Tadipatri Branch,Q4 - Festival,Refund transaction via cash
TXN-103494,18,ACC-1018,2024-10-14,28218.57,debit,tax payment,"Varkey, Ranganathan and Ravi",cheque,1789073.65,Chennai,Chennai Darbhanga Branch,Q4 - Festival,Tax payment transaction via card
TXN-102492,13,ACC-1013,2024-10-14,22208.54,debit,loan EMI,"Wali, Devi and Chaudhari",UPI,999149.77,Chennai,Chennai Anand Branch,Q4 - Festival,Loan emi transaction via RTGS
TXN-108889,45,ACC-1045,2024-10-14,28176.65,debit,utilities,Comar Ltd,UPI,1472491.9,Mumbai,Mumbai Ulhasnagar Branch,Q4 - Festival,Utilities transaction via RTGS
TXN-100491,3,ACC-1003,2024-10-14,10475.01,debit,vendor payment,"Rai, Bose and Ahluwalia",cash,1936923.15,Chennai,Chennai Narasaraopet Branch,Q4 - Festival,Vendor payment transaction via NEFT
TXN-109295,47,ACC-1047,2024-10-14,6219.07,debit,fuel,"Palla, Mutti and Hayre",card,-72007.83,Mumbai,Mumbai Karimnagar Branch,Q4 - Festival,Fuel transaction via cash
TXN-108890,45,ACC-1045,2024-10-15,2639.37,credit,refund,Customer Receipt,UPI,1475131.27,Mumbai,Mumbai Ulhasnagar Branch,Q4 - Festival,Refund transaction via RTGS
TXN-106094,31,ACC-1031,2024-10-15,20046.78,debit,internet,"Subramaniam, Rajagopalan and Chhabra",cash,3722297.8,Coimbatore,Coimbatore Thoothukudi Branch,Q4 - Festival,Internet transaction via cash
TXN-107302,37,ACC-1037,2024-10-15,22142.46,debit,maintenance,Sheth PLC,RTGS,2039045.63,Chennai,Chennai Surendranagar Dudhrej Branch,Q4 - Festival,Maintenance transaction via RTGS
TXN-101093,6,ACC-1006,2024-10-15,10067.54,debit,tax payment,Sachdev-Baral,cheque,2741242.83,Coimbatore,Coimbatore Gopalpur Branch,Q4 - Festival,Tax payment transaction via cash
TXN-108698,44,ACC-1044,2024-10-15,27265.45,credit,refund,Customer Receipt,NEFT,1291692.37,Bengaluru,Bengaluru Loni Branch,Q4 - Festival,Refund transaction via RTGS
TXN-109494,48,ACC-1048,2024-10-15,100991.99,credit,sales,Customer Receipt,cheque,1502708.44,Hyderabad,Hyderabad Raebareli Branch,Q4 - Festival,Sales transaction via cheque
TXN-109093,46,ACC-1046,2024-10-15,5040.47,credit,refund,Customer Receipt,card,3323011.02,Coimbatore,Coimbatore Katihar Branch,Q4 - Festival,Refund transaction via NEFT
TXN-100288,2,ACC-1002,2024-10-15,111193.11,credit,sales,Customer Receipt,cheque,2602702.08,Hyderabad,Hyderabad Vellore Branch,Q4 - Festival,Sales transaction via RTGS
TXN-105092,26,ACC-1026,2024-10-15,12971.65,credit,refund,Customer Receipt,cheque,1558891.6,Hyderabad,Hyderabad Arrah Branch,Q4 - Festival,Refund transaction via cheque
TXN-106496,33,ACC-1033,2024-10-15,17049.28,credit,refund,Customer Receipt,card,677752.42,Coimbatore,Coimbatore Ulhasnagar Branch,Q4 - Festival,Refund transaction via cheque
TXN-101486,8,ACC-1008,2024-10-15,25293.3,debit,internet,"Pradhan, Gupta and Chacko",cheque,437220.49,Mumbai,Mumbai Dewas Branch,Q4 - Festival,Internet transaction via NEFT
TXN-109898,50,ACC-1050,2024-10-15,19507.62,credit,refund,Customer Receipt,cheque,3685943.96,Coimbatore,Coimbatore Mysore Branch,Q4 - Festival,Refund transaction via NEFT
TXN-104698,24,ACC-1024,2024-10-15,125459.72,credit,sales,Customer Receipt,NEFT,1781928.49,Mumbai,Mumbai Thanjavur Branch,Q4 - Festival,Sales transaction via cash
TXN-101892,10,ACC-1010,2024-10-15,20921.67,debit,tax payment,"Kala, Guha and Prabhu",cash,1548216.9,Delhi,Delhi Tadipatri Branch,Q4 - Festival,Tax payment transaction via UPI
TXN-100692,4,ACC-1004,2024-10-15,17524.45,debit,tax payment,Mody PLC,card,1016919.56,Mumbai,Mumbai Mira-Bhayandar Branch,Q4 - Festival,Tax payment transaction via RTGS
TXN-107695,39,ACC-1039,2024-10-15,22385.11,debit,inventory purchase,Kar Inc,UPI,1024482.55,Delhi,Delhi Ramgarh Branch,Q4 - Festival,Inventory purchase transaction via card
TXN-106692,34,ACC-1034,2024-10-15,17135.41,debit,loan EMI,Rana-Patla,NEFT,1168653.78,Delhi,Delhi Tadipatri Branch,Q4 - Festival,Loan emi transaction via cheque
TXN-102893,15,ACC-1015,2024-10-15,152147.49,credit,sales,Customer Receipt,UPI,2087327.0,Bengaluru,Bengaluru Nashik Branch,Q4 - Festival,Sales transaction via UPI
TXN-107892,40,ACC-1040,2024-10-15,5010.19,credit,refund,Customer Receipt,NEFT,733794.11,Mumbai,Mumbai Thane Branch,Q4 - Festival,Refund transaction via UPI
TXN-106290,32,ACC-1032,2024-10-15,23025.24,debit,inventory purchase,Dhawan Group,NEFT,868740.86,Chennai,Chennai Silchar Branch,Q4 - Festival,Inventory purchase transaction via cheque
TXN-103291,17,ACC-1017,2024-10-15,18150.13,debit,utilities,"Verma, Narayan and Butala",RTGS,1344429.7,Delhi,Delhi Jaipur Branch,Q4 - Festival,Utilities transaction via NEFT
TXN-102696,14,ACC-1014,2024-10-15,32279.35,debit,rent,Hari-Rai,RTGS,2135408.19,Mumbai,Mumbai Anantapur Branch,Q4 - Festival,Rent transaction via card
TXN-104093,21,ACC-1021,2024-10-15,135981.01,credit,sales,Customer Receipt,NEFT,2283710.36,Bengaluru,Bengaluru Hajipur Branch,Q4 - Festival,Sales transaction via RTGS
TXN-105494,28,ACC-1028,2024-10-16,203632.28,credit,sales,Customer Receipt,cash,2187054.73,Coimbatore,Coimbatore Bhalswa Jahangir Pur Branch,Q4 - Festival,Sales transaction via cheque
TXN-103292,17,ACC-1017,2024-10-16,153003.31,debit,salary,Aurora Group,NEFT,1191426.39,Delhi,Delhi Jaipur Branch,Q4 - Festival,Salary transaction via NEFT
TXN-106095,31,ACC-1031,2024-10-16,4215.44,debit,tax payment,Hayre Ltd,NEFT,3718082.36,Coimbatore,Coimbatore Thoothukudi Branch,Q4 - Festival,Tax payment transaction via card
TXN-107500,38,ACC-1038,2024-10-16,20399.58,debit,inventory purchase,"Jhaveri, Narula and Venkataraman",RTGS,1919246.27,Hyderabad,Hyderabad Ongole Branch,Q4 - Festival,Inventory purchase transaction via cash
TXN-103688,19,ACC-1019,2024-10-16,5745.19,credit,refund,Customer Receipt,card,1929488.54,Bengaluru,Bengaluru Vellore Branch,Q4 - Festival,Refund transaction via RTGS
TXN-108098,41,ACC-1041,2024-10-16,13797.42,debit,inventory purchase,Bhatnagar-Gokhale,UPI,2516480.46,Hyderabad,Hyderabad Udaipur Branch,Q4 - Festival,Inventory purchase transaction via UPI
TXN-106291,32,ACC-1032,2024-10-16,18138.44,credit,refund,Customer Receipt,cash,886879.3,Chennai,Chennai Silchar Branch,Q4 - Festival,Refund transaction via cash
TXN-104294,22,ACC-1022,2024-10-16,376903.2,credit,sales,Customer Receipt,cheque,1877999.09,Coimbatore,Coimbatore Farrukhabad Branch,Q4 - Festival,Sales transaction via card
TXN-109688,49,ACC-1049,2024-10-16,2697.35,credit,refund,Customer Receipt,cheque,3002459.93,Chennai,Chennai Katni Branch,Q4 - Festival,Refund transaction via cheque
TXN-105686,29,ACC-1029,2024-10-16,161712.1,credit,sales,Customer Receipt,RTGS,1138323.5,Hyderabad,Hyderabad Parbhani Branch,Q4 - Festival,Sales transaction via NEFT
TXN-102290,12,ACC-1012,2024-10-16,8263.48,debit,inventory purchase,Din-Bose,UPI,1720850.73,Coimbatore,Coimbatore Raurkela Industrial Township Branch,Q4 - Festival,Inventory purchase transaction via UPI
TXN-103094,16,ACC-1016,2024-10-16,22822.29,credit,refund,Customer Receipt,cash,1567721.22,Coimbatore,Coimbatore Panvel Branch,Q4 - Festival,Refund transaction via card
TXN-107097,36,ACC-1036,2024-10-16,28465.66,debit,inventory purchase,Nadig Group,RTGS,2674014.44,Delhi,Delhi Dharmavaram Branch,Q4 - Festival,Inventory purchase transaction via card
TXN-105296,27,ACC-1027,2024-10-16,9806.4,debit,internet,Solanki Ltd,cheque,3536955.88,Bengaluru,Bengaluru Madanapalle Branch,Q4 - Festival,Internet transaction via NEFT
TXN-101304,7,ACC-1007,2024-10-16,29718.46,credit,refund,Customer Receipt,cheque,3436520.15,Chennai,Chennai Bettiah Branch,Q4 - Festival,Refund transaction via cash
TXN-104893,25,ACC-1025,2024-10-16,16857.75,debit,tax payment,"Bhatia, Bakshi and Bedi",cash,83851.73,Chennai,Chennai Kota Branch,Q4 - Festival,Tax payment transaction via NEFT
TXN-104699,24,ACC-1024,2024-10-16,36698.8,debit,rent,"Sarin, Hayre and Din",cash,1745229.69,Mumbai,Mumbai Thanjavur Branch,Q4 - Festival,Rent transaction via cash
TXN-108493,43,ACC-1043,2024-10-16,191409.98,credit,sales,Customer Receipt,NEFT,2333142.59,Delhi,Delhi Tirupati Branch,Q4 - Festival,Sales transaction via cheque
TXN-106693,34,ACC-1034,2024-10-16,182426.25,credit,sales,Customer Receipt,cash,1351080.03,Delhi,Delhi Tadipatri Branch,Q4 - Festival,Sales transaction via cash
TXN-108699,44,ACC-1044,2024-10-16,24479.65,debit,fuel,Hayer-Khurana,RTGS,1267212.72,Bengaluru,Bengaluru Loni Branch,Q4 - Festival,Fuel transaction via cheque
TXN-108289,42,ACC-1042,2024-10-16,12245.3,debit,utilities,"Wali, Sawhney and Dhaliwal",RTGS,1580718.1,Coimbatore,Coimbatore Raiganj Branch,Q4 - Festival,Utilities transaction via NEFT
TXN-100889,5,ACC-1005,2024-10-16,20168.07,debit,utilities,Balan Group,UPI,-308288.45,Coimbatore,Coimbatore New Delhi Branch,Q4 - Festival,Utilities transaction via NEFT
TXN-100289,2,ACC-1002,2024-10-16,128999.29,credit,sales,Customer Receipt,cash,2731701.37,Hyderabad,Hyderabad Vellore Branch,Q4 - Festival,Sales transaction via UPI
TXN-100492,3,ACC-1003,2024-10-16,308555.03,credit,sales,Customer Receipt,RTGS,2245478.18,Chennai,Chennai Narasaraopet Branch,Q4 - Festival,Sales transaction via NEFT
TXN-102089,11,ACC-1011,2024-10-16,13988.33,debit,fuel,"Saha, Char and Krishna",NEFT,2371071.55,Delhi,Delhi Avadi Branch,Q4 - Festival,Fuel transaction via RTGS
TXN-105900,30,ACC-1030,2024-10-16,236585.88,credit,sales,Customer Receipt,card,3157804.25,Chennai,Chennai Unnao Branch,Q4 - Festival,Sales transaction via RTGS
TXN-109689,49,ACC-1049,2024-10-17,12440.67,debit,internet,Bajwa Inc,cheque,2990019.26,Chennai,Chennai Katni Branch,Q4 - Festival,Internet transaction via card
TXN-108290,42,ACC-1042,2024-10-17,16949.43,debit,tax payment,Padmanabhan PLC,RTGS,1563768.67,Coimbatore,Coimbatore Raiganj Branch,Q4 - Festival,Tax payment transaction via card
TXN-103495,18,ACC-1018,2024-10-17,114339.98,debit,salary,"Srinivas, Varughese and Virk",cash,1674733.67,Chennai,Chennai Darbhanga Branch,Q4 - Festival,Salary transaction via NEFT
TXN-104094,21,ACC-1021,2024-10-17,17519.92,debit,fuel,Khurana and Sons,cheque,2266190.44,Bengaluru,Bengaluru Hajipur Branch,Q4 - Festival,Fuel transaction via cash
TXN-107501,38,ACC-1038,2024-10-17,29498.11,debit,maintenance,"Menon, Pall and Rau",cheque,1889748.16,Hyderabad,Hyderabad Ongole Branch,Q4 - Festival,Maintenance transaction via cash
TXN-103900,20,ACC-1020,2024-10-17,15852.72,debit,vendor payment,"Tripathi, Kala and Thakkar",card,1471814.41,Hyderabad,Hyderabad Bardhaman Branch,Q4 - Festival,Vendor payment transaction via cash
TXN-109296,47,ACC-1047,2024-10-17,24831.73,debit,vendor payment,"Narayan, Dayal and Gera",card,-96839.56,Mumbai,Mumbai Karimnagar Branch,Q4 - Festival,Vendor payment transaction via card
TXN-104497,23,ACC-1023,2024-10-17,7925.37,debit,fuel,Modi-Pradhan,card,-147745.64,Chennai,Chennai Udupi Branch,Q4 - Festival,Fuel transaction via RTGS
TXN-101696,9,ACC-1009,2024-10-17,7179.59,debit,inventory purchase,Baral-Pau,card,2809926.75,Chennai,Chennai Vasai-Virar Branch,Q4 - Festival,Inventory purchase transaction via cash
TXN-107696,39,ACC-1039,2024-10-17,5319.25,debit,fuel,Sarraf Inc,RTGS,1019163.3,Delhi,Delhi Ramgarh Branch,Q4 - Festival,Fuel transaction via cash
TXN-109094,46,ACC-1046,2024-10-17,3907.86,credit,refund,Customer Receipt,RTGS,3326918.88,Coimbatore,Coimbatore Katihar Branch,Q4 - Festival,Refund transaction via NEFT
TXN-101487,8,ACC-1008,2024-10-17,24037.58,credit,refund,Customer Receipt,RTGS,461258.07,Mumbai,Mumbai Dewas Branch,Q4 - Festival,Refund transaction via cheque
TXN-104894,25,ACC-1025,2024-10-17,1802.17,debit,vendor payment,"Nori, Savant and Patla",NEFT,82049.56,Chennai,Chennai Kota Branch,Q4 - Festival,Vendor payment transaction via RTGS
TXN-102493,13,ACC-1013,2024-10-17,14279.75,debit,loan EMI,Balakrishnan and Sons,cash,984870.02,Chennai,Chennai Anand Branch,Q4 - Festival,Loan emi transaction via UPI
TXN-109495,48,ACC-1048,2024-10-17,410095.89,credit,sales,Customer Receipt,RTGS,1912804.33,Hyderabad,Hyderabad Raebareli Branch,Q4 - Festival,Sales transaction via cheque
TXN-103689,19,ACC-1019,2024-10-17,20084.03,credit,refund,Customer Receipt,card,1949572.57,Bengaluru,Bengaluru Vellore Branch,Q4 - Festival,Refund transaction via card
TXN-104700,24,ACC-1024,2024-10-17,280610.72,credit,sales,Customer Receipt,cheque,2025840.41,Mumbai,Mumbai Thanjavur Branch,Q4 - Festival,Sales transaction via RTGS
TXN-101305,7,ACC-1007,2024-10-17,742.16,credit,refund,Customer Receipt,NEFT,3437262.31,Chennai,Chennai Bettiah Branch,Q4 - Festival,Refund transaction via cash
TXN-109899,50,ACC-1050,2024-10-17,22606.6,credit,refund,Customer Receipt,RTGS,3708550.56,Coimbatore,Coimbatore Mysore Branch,Q4 - Festival,Refund transaction via NEFT
TXN-100089,1,ACC-1001,2024-10-17,25392.97,credit,refund,Customer Receipt,UPI,2008297.44,Chennai,Chennai Kalyan-Dombivli Branch,Q4 - Festival,Refund transaction via NEFT
TXN-106895,35,ACC-1035,2024-10-17,24289.27,debit,utilities,Pau and Sons,cheque,2249048.58,Chennai,Chennai Dharmavaram Branch,Q4 - Festival,Utilities transaction via UPI
TXN-100290,2,ACC-1002,2024-10-17,95239.9,credit,sales,Customer Receipt,cheque,2826941.27,Hyderabad,Hyderabad Vellore Branch,Q4 - Festival,Sales transaction via UPI
TXN-106694,34,ACC-1034,2024-10-17,4262.0,credit,refund,Customer Receipt,RTGS,1355342.03,Delhi,Delhi Tadipatri Branch,Q4 - Festival,Refund transaction via card
TXN-102090,11,ACC-1011,2024-10-17,53647.75,debit,salary,Tak-Krish,RTGS,2317423.8,Delhi,Delhi Avadi Branch,Q4 - Festival,Salary transaction via cheque
TXN-105093,26,ACC-1026,2024-10-18,29447.16,debit,fuel,"Bail, Bali and Luthra",NEFT,1529444.44,Hyderabad,Hyderabad Arrah Branch,Q4 - Festival,Fuel transaction via cheque
TXN-107303,37,ACC-1037,2024-10-18,15456.09,credit,refund,Customer Receipt,cash,2054501.72,Chennai,Chennai Surendranagar Dudhrej Branch,Q4 - Festival,Refund transaction via card
TXN-104895,25,ACC-1025,2024-10-18,6376.68,debit,tax payment,Nazareth-Ganesan,cash,75672.88,Chennai,Chennai Kota Branch,Q4 - Festival,Tax payment transaction via RTGS
TXN-101094,6,ACC-1006,2024-10-18,29900.35,credit,refund,Customer Receipt,NEFT,2771143.18,Coimbatore,Coimbatore Gopalpur Branch,Q4 - Festival,Refund transaction via cheque
TXN-103293,17,ACC-1017,2024-10-18,29974.29,debit,maintenance,Kale-Gala,RTGS,1161452.1,Delhi,Delhi Jaipur Branch,Q4 - Festival,Maintenance transaction via card
TXN-109297,47,ACC-1047,2024-10-18,28254.1,credit,refund,Customer Receipt,NEFT,-68585.46,Mumbai,Mumbai Karimnagar Branch,Q4 - Festival,Refund transaction via cash
TXN-101893,10,ACC-1010,2024-10-18,14641.98,debit,vendor payment,Bains LLC,NEFT,1533574.92,Delhi,Delhi Tadipatri Branch,Q4 - Festival,Vendor payment transaction via NEFT
TXN-106896,35,ACC-1035,2024-10-18,4905.62,debit,inventory purchase,Dass-Ravi,RTGS,2244142.96,Chennai,Chennai Dharmavaram Branch,Q4 - Festival,Inventory purchase transaction via cash
TXN-105297,27,ACC-1027,2024-10-18,5464.57,debit,tax payment,"Naik, Kar and Kumar",cheque,3531491.31,Bengaluru,Bengaluru Madanapalle Branch,Q4 - Festival,Tax payment transaction via cash
TXN-109496,48,ACC-1048,2024-10-18,268893.78,credit,sales,Customer Receipt,cash,2181698.11,Hyderabad,Hyderabad Raebareli Branch,Q4 - Festival,Sales transaction via RTGS
TXN-101697,9,ACC-1009,2024-10-18,200041.43,credit,sales,Customer Receipt,cheque,3009968.18,Chennai,Chennai Vasai-Virar Branch,Q4 - Festival,Sales transaction via cash
TXN-108891,45,ACC-1045,2024-10-18,170476.47,credit,sales,Customer Receipt,RTGS,1645607.74,Mumbai,Mumbai Ulhasnagar Branch,Q4 - Festival,Sales transaction via cheque
TXN-106096,31,ACC-1031,2024-10-18,167852.69,credit,sales,Customer Receipt,cash,3885935.05,Coimbatore,Coimbatore Thoothukudi Branch,Q4 - Festival,Sales transaction via RTGS
TXN-105901,30,ACC-1030,2024-10-18,26379.36,credit,refund,Customer Receipt,UPI,3184183.61,Chennai,Chennai Unnao Branch,Q4 - Festival,Refund transaction via card
TXN-104095,21,ACC-1021,2024-10-18,238407.24,credit,sales,Customer Receipt,NEFT,2504597.68,Bengaluru,Bengaluru Hajipur Branch,Q4 - Festival,Sales transaction via RTGS
TXN-102894,15,ACC-1015,2024-10-18,193023.56,credit,sales,Customer Receipt,cash,2280350.56,Bengaluru,Bengaluru Nashik Branch,Q4 - Festival,Sales transaction via cheque
TXN-100090,1,ACC-1001,2024-10-18,188337.97,credit,sales,Customer Receipt,NEFT,2196635.41,Chennai,Chennai Kalyan-Dombivli Branch,Q4 - Festival,Sales transaction via RTGS
TXN-106497,33,ACC-1033,2024-10-18,209046.52,credit,sales,Customer Receipt,UPI,886798.94,Coimbatore,Coimbatore Ulhasnagar Branch,Q4 - Festival,Sales transaction via card
TXN-109095,46,ACC-1046,2024-10-18,22448.69,credit,refund,Customer Receipt,NEFT,3349367.57,Coimbatore,Coimbatore Katihar Branch,Q4 - Festival,Refund transaction via UPI
TXN-102291,12,ACC-1012,2024-10-18,11241.32,debit,fuel,Varkey Group,UPI,1709609.41,Coimbatore,Coimbatore Raurkela Industrial Township Branch,Q4 - Festival,Fuel transaction via cheque
TXN-100693,4,ACC-1004,2024-10-18,21994.35,debit,rent,Yadav PLC,UPI,994925.21,Mumbai,Mumbai Mira-Bhayandar Branch,Q4 - Festival,Rent transaction via UPI
TXN-102697,14,ACC-1014,2024-10-18,24102.31,debit,fuel,"Vasa, Tiwari and Vora",card,2111305.88,Mumbai,Mumbai Anantapur Branch,Q4 - Festival,Fuel transaction via NEFT
TXN-108099,41,ACC-1041,2024-10-18,125071.77,credit,sales,Customer Receipt,card,2641552.23,Hyderabad,Hyderabad Udaipur Branch,Q4 - Festival,Sales transaction via cash
TXN-109900,50,ACC-1050,2024-10-18,4440.51,credit,refund,Customer Receipt,card,3712991.07,Coimbatore,Coimbatore Mysore Branch,Q4 - Festival,Refund transaction via cash
TXN-108494,43,ACC-1043,2024-10-18,22697.13,credit,refund,Customer Receipt,RTGS,2355839.72,Delhi,Delhi Tirupati Branch,Q4 - Festival,Refund transaction via card
TXN-107893,40,ACC-1040,2024-10-18,330026.55,credit,sales,Customer Receipt,cash,1063820.66,Mumbai,Mumbai Thane Branch,Q4 - Festival,Sales transaction via cash
TXN-102091,11,ACC-1011,2024-10-18,26942.38,debit,loan EMI,"Kata, Brar and Basak",UPI,2290481.42,Delhi,Delhi Avadi Branch,Q4 - Festival,Loan emi transaction via RTGS
TXN-106897,35,ACC-1035,2024-10-19,46280.17,debit,rent,Varty LLC,UPI,2197862.79,Chennai,Chennai Dharmavaram Branch,Q4 - Festival,Rent transaction via cash
TXN-108700,44,ACC-1044,2024-10-19,3818.87,credit,refund,Customer Receipt,NEFT,1271031.59,Bengaluru,Bengaluru Loni Branch,Q4 - Festival,Refund transaction via cheque
TXN-105495,28,ACC-1028,2024-10-19,64247.18,debit,salary,Aggarwal-Virk,cash,2122807.55,Coimbatore,Coimbatore Bhalswa Jahangir Pur Branch,Q4 - Festival,Salary transaction via NEFT
TXN-102494,13,ACC-1013,2024-10-19,4823.11,debit,vendor payment,Sani Group,RTGS,980046.91,Chennai,Chennai Anand Branch,Q4 - Festival,Vendor payment transaction via cheque
TXN-105687,29,ACC-1029,2024-10-19,155731.99,credit,sales,Customer Receipt,RTGS,1294055.49,Hyderabad,Hyderabad Parbhani Branch,Q4 - Festival,Sales transaction via NEFT
TXN-100493,3,ACC-1003,2024-10-19,245376.04,credit,sales,Customer Receipt,cash,2490854.22,Chennai,Chennai Narasaraopet Branch,Q4 - Festival,Sales transaction via RTGS
TXN-105298,27,ACC-1027,2024-10-19,17251.34,credit,refund,Customer Receipt,cheque,3548742.65,Bengaluru,Bengaluru Madanapalle Branch,Q4 - Festival,Refund transaction via cash
TXN-109690,49,ACC-1049,2024-10-19,18088.81,debit,loan EMI,Mishra LLC,cash,2971930.45,Chennai,Chennai Katni Branch,Q4 - Festival,Loan emi transaction via cash
TXN-100890,5,ACC-1005,2024-10-19,19852.8,debit,tax payment,Munshi-Swamy,cheque,-328141.25,Coimbatore,Coimbatore New Delhi Branch,Q4 - Festival,Tax payment transaction via UPI
TXN-107697,39,ACC-1039,2024-10-19,348045.16,credit,sales,Customer Receipt,cash,1367208.46,Delhi,Delhi Ramgarh Branch,Q4 - Festival,Sales transaction via UPI
TXN-104295,22,ACC-1022,2024-10-19,108934.24,credit,sales,Customer Receipt,NEFT,1986933.33,Coimbatore,Coimbatore Farrukhabad Branch,Q4 - Festival,Sales transaction via NEFT
TXN-104896,25,ACC-1025,2024-10-19,1623.83,debit,vendor payment,"Sha, Solanki and Mane",NEFT,74049.05,Chennai,Chennai Kota Branch,Q4 - Festival,Vendor payment transaction via RTGS
TXN-101095,6,ACC-1006,2024-10-19,24805.69,debit,tax payment,Yogi LLC,RTGS,2746337.49,Coimbatore,Coimbatore Gopalpur Branch,Q4 - Festival,Tax payment transaction via RTGS
TXN-107098,36,ACC-1036,2024-10-19,90511.73,credit,sales,Customer Receipt,card,2764526.17,Delhi,Delhi Dharmavaram Branch,Q4 - Festival,Sales transaction via cheque
TXN-103095,16,ACC-1016,2024-10-19,273036.74,credit,sales,Customer Receipt,card,1840757.96,Coimbatore,Coimbatore Panvel Branch,Q4 - Festival,Sales transaction via cheque
TXN-103294,17,ACC-1017,2024-10-19,8438.3,credit,refund,Customer Receipt,RTGS,1169890.4,Delhi,Delhi Jaipur Branch,Q4 - Festival,Refund transaction via NEFT
TXN-106292,32,ACC-1032,2024-10-19,85600.26,debit,salary,Rajagopal Ltd,card,801279.04,Chennai,Chennai Silchar Branch,Q4 - Festival,Salary transaction via UPI
TXN-104701,24,ACC-1024,2024-10-19,73133.49,debit,salary,"Vohra, Radhakrishnan and Nair",cash,1952706.92,Mumbai,Mumbai Thanjavur Branch,Q4 - Festival,Salary transaction via cash
TXN-109298,47,ACC-1047,2024-10-19,19483.1,debit,utilities,Vaidya Group,UPI,-88068.56,Mumbai,Mumbai Karimnagar Branch,Q4 - Festival,Utilities transaction via UPI
TXN-108291,42,ACC-1042,2024-10-19,26884.53,debit,fuel,Bhargava and Sons,cheque,1536884.14,Coimbatore,Coimbatore Raiganj Branch,Q4 - Festival,Fuel transaction via RTGS
TXN-101096,6,ACC-1006,2024-10-20,278829.58,credit,sales,Customer Receipt,RTGS,3025167.07,Coimbatore,Coimbatore Gopalpur Branch,Q4 - Festival,Sales transaction via RTGS
TXN-102092,11,ACC-1011,2024-10-20,184171.14,credit,sales,Customer Receipt,cash,2474652.56,Delhi,Delhi Avadi Branch,Q4 - Festival,Sales transaction via card
TXN-103496,18,ACC-1018,2024-10-20,17268.39,credit,refund,Customer Receipt,card,1692002.06,Chennai,Chennai Darbhanga Branch,Q4 - Festival,Refund transaction via UPI
TXN-108892,45,ACC-1045,2024-10-20,387881.52,credit,sales,Customer Receipt,UPI,2033489.26,Mumbai,Mumbai Ulhasnagar Branch,Q4 - Festival,Sales transaction via cheque
TXN-106695,34,ACC-1034,2024-10-20,298249.47,credit,sales,Customer Receipt,cash,1653591.5,Delhi,Delhi Tadipatri Branch,Q4 - Festival,Sales transaction via RTGS
TXN-101488,8,ACC-1008,2024-10-20,50549.16,credit,sales,Customer Receipt,NEFT,511807.23,Mumbai,Mumbai Dewas Branch,Q4 - Festival,Sales transaction via NEFT
TXN-104498,23,ACC-1023,2024-10-20,10594.79,debit,loan EMI,"Karpe, Reddy and Kurian",cheque,-158340.43,Chennai,Chennai Udupi Branch,Q4 - Festival,Loan emi transaction via UPI
TXN-100291,2,ACC-1002,2024-10-20,18019.55,debit,tax payment,Magar-Joshi,cash,2808921.72,Hyderabad,Hyderabad Vellore Branch,Q4 - Festival,Tax payment transaction via UPI
TXN-100091,1,ACC-1001,2024-10-20,8310.11,credit,refund,Customer Receipt,card,2204945.52,Chennai,Chennai Kalyan-Dombivli Branch,Q4 - Festival,Refund transaction via card
TXN-102292,12,ACC-1012,2024-10-20,8669.99,credit,refund,Customer Receipt,UPI,1718279.4,Coimbatore,Coimbatore Raurkela Industrial Township Branch,Q4 - Festival,Refund transaction via RTGS
TXN-105094,26,ACC-1026,2024-10-20,9904.9,debit,vendor payment,"Soman, Bahri and Basu",cheque,1519539.54,Hyderabad,Hyderabad Arrah Branch,Q4 - Festival,Vendor payment transaction via card
