loan_id,business_id,lender_name,loan_type,loan_amount,emi_amount,due_date,interest_rate,outstanding_amount,missed_payment_count,loan_status
577,44,SBI,working capital loan,6798646.36,301822.13,2025-04-22,19.94,5257860.22,0,active
578,6,SBI,invoice financing,5098746.17,225208.79,2025-05-01,19.67,4474704.34,0,active
579,39,Kotak,invoice financing,4779255.84,189271.81,2026-11-29,14.19,3024784.48,5,overdue
580,20,Axis Bank,overdraft,1483926.09,50606.0,2027-02-20,7.59,866041.33,0,active
581,16,SBI,overdraft,2318151.52,91302.97,2026-06-24,13.93,826057.72,0,active
582,18,ICICI Bank,overdraft,6036832.72,227655.67,2025-06-09,11.92,3389089.05,0,active
583,7,Kotak,overdraft,6971706.72,240368.96,2026-08-13,8.04,4916947.81,0,active
584,38,HDFC Bank,business expansion loan,7249364.72,260936.86,2025-04-17,9.86,3831634.84,0,active
585,31,Axis Bank,invoice financing,2792940.25,96876.24,2025-12-03,8.29,2144628.25,2,active
586,34,NBFC,invoice financing,714223.06,30279.09,2026-06-19,17.54,559318.86,2,active
587,27,Axis Bank,vehicle loan,3524979.59,151613.29,2027-02-23,18.28,2278949.15,0,active
588,23,Axis Bank,machinery loan,1091040.38,47808.78,2026-01-12,19.25,648239.39,0,active
589,31,ICICI Bank,working capital loan,6165897.7,271573.54,2026-02-23,19.52,2812884.98,0,active
590,24,Axis Bank,vehicle loan,5094299.0,222762.37,2027-03-12,19.14,738743.09,2,active
591,48,Kotak,business expansion loan,6366112.77,251054.73,2025-08-25,13.99,3188662.03,0,active
592,25,Axis Bank,working capital loan,1915163.52,80952.9,2026-04-26,17.39,1014742.6,1,active
593,17,SBI,overdraft,3829499.46,154020.34,2025-09-13,14.93,909885.24,0,active
594,33,HDFC Bank,machinery loan,7451294.41,326759.96,2026-04-21,19.29,2535037.73,0,active
595,38,Axis Bank,business expansion loan,7053296.58,313421.07,2026-10-20,19.99,1927466.9,5,overdue
596,18,Axis Bank,invoice financing,7168037.95,295522.28,2026-09-16,16.14,5569620.87,5,overdue
597,41,Kotak,invoice financing,6412353.07,241923.83,2025-05-02,11.94,4076823.26,0,active
598,38,SBI,business expansion loan,6253163.0,234979.97,2026-02-02,11.76,2733404.55,0,active
599,45,SBI,invoice financing,958495.61,34628.32,2025-09-08,10.02,414322.51,0,active
600,16,HDFC Bank,invoice financing,3629976.37,137616.44,2025-07-29,12.16,1172084.65,0,active
601,50,SBI,working capital loan,5284435.19,180522.18,2026-08-14,7.66,2877181.4,0,active
602,11,HDFC Bank,business expansion loan,4837321.1,204067.77,2026-12-03,17.29,1219717.93,0,active
603,1,HDFC Bank,machinery loan,3220046.87,135680.25,2025-07-18,17.23,660451.37,0,active
604,8,Kotak,working capital loan,5610110.97,216612.62,2026-11-10,13.0,4907129.86,0,active
605,40,HDFC Bank,overdraft,3521556.38,149059.66,2026-09-10,17.46,1141716.39,0,active
606,21,NBFC,overdraft,6945656.83,295904.27,2025-10-05,17.79,5334635.92,0,active
607,29,HDFC Bank,vehicle loan,9000017.69,383050.75,2026-02-15,17.74,5871162.95,0,active
608,39,Axis Bank,vehicle loan,662003.26,28672.1,2026-07-31,18.64,120676.05,0,active
609,24,HDFC Bank,working capital loan,7471413.83,255294.06,2026-12-14,7.67,6496426.1,5,overdue
610,29,Axis Bank,vehicle loan,9269689.44,363088.59,2025-06-16,13.67,1416534.12,10,overdue
611,8,HDFC Bank,business expansion loan,2825015.34,118117.03,2026-03-14,16.84,2422548.49,0,active
612,7,HDFC Bank,business expansion loan,3520369.78,136922.83,2025-06-02,13.34,2517586.92,0,active
613,25,ICICI Bank,overdraft,9906752.05,404553.23,2025-05-11,15.67,4075740.16,0,active
614,46,SBI,business expansion loan,700967.18,26808.1,2026-01-20,12.56,217493.48,0,active
615,43,NBFC,business expansion loan,5811750.15,196792.32,2025-07-23,7.3,1283590.55,0,active
616,26,Axis Bank,invoice financing,4952305.88,217750.14,2026-04-17,19.43,1677096.0,0,active
617,8,HDFC Bank,working capital loan,1248793.06,44491.72,2026-03-26,9.42,947349.66,0,active
618,23,NBFC,business expansion loan,1220622.84,47444.93,2026-10-29,13.31,1078307.1,0,active
619,22,Kotak,working capital loan,5800205.87,204618.37,2025-07-20,9.0,4665693.05,0,active
620,30,ICICI Bank,vehicle loan,8057162.68,285917.37,2026-01-01,9.25,6981124.02,2,active
621,40,HDFC Bank,machinery loan,1688212.35,63397.06,2025-04-19,11.73,845022.45,5,overdue
622,14,Axis Bank,machinery loan,8322144.17,293586.75,2025-08-30,9.0,5109652.18,0,active
623,41,ICICI Bank,vehicle loan,8873400.65,363760.13,2025-07-24,15.86,7733553.81,2,active
624,20,HDFC Bank,working capital loan,5018987.76,210602.3,2027-01-18,17.02,2388069.19,0,active
625,45,SBI,vehicle loan,7359152.74,290706.98,2025-05-24,14.07,3751196.26,1,active
626,15,SBI,overdraft,7558525.88,311306.29,2025-07-01,16.09,4138093.64,0,active
627,28,Axis Bank,vehicle loan,7574111.55,324129.9,2025-04-17,18.02,5234150.93,1,active
628,18,NBFC,business expansion loan,2938365.02,118301.84,2026-09-17,14.98,1011556.97,2,active
629,34,Axis Bank,invoice financing,9792596.09,434736.86,2025-04-30,19.94,7795552.26,0,active
630,14,Kotak,working capital loan,2077950.95,85807.83,2025-05-28,16.22,644364.63,2,active
631,39,Kotak,vehicle loan,7378238.68,312058.51,2026-09-21,17.42,4429500.97,0,active
632,46,ICICI Bank,invoice financing,8082158.04,299870.51,2025-04-09,11.19,2548342.74,0,active
633,47,SBI,working capital loan,5624909.06,203402.96,2026-11-08,10.06,2770050.21,0,active
634,29,ICICI Bank,machinery loan,7169524.74,303768.78,2026-12-26,17.51,2976356.28,1,active
635,45,NBFC,machinery loan,623132.38,24272.74,2025-12-19,13.41,523556.47,8,overdue
636,17,Axis Bank,invoice financing,5260406.06,214069.3,2025-11-23,15.5,2507340.76,0,active
637,22,SBI,working capital loan,7529952.26,309815.7,2026-06-11,16.04,2988937.54,5,overdue
638,30,SBI,invoice financing,5463555.43,211773.48,2026-02-02,13.18,3410954.16,0,active
639,15,Kotak,machinery loan,4738457.81,200213.01,2025-09-22,17.37,1848297.72,1,active
640,34,ICICI Bank,overdraft,5608927.22,231851.24,2026-01-26,16.27,3892347.39,0,active
641,42,Axis Bank,working capital loan,1698289.32,58156.97,2026-08-25,7.76,1514630.61,0,active
642,34,ICICI Bank,invoice financing,9408939.79,377089.4,2026-05-26,14.76,1156862.8,0,active
643,13,Kotak,machinery loan,1713071.49,68413.41,2025-05-21,14.59,360455.29,5,overdue
644,5,Kotak,vehicle loan,3962736.75,158685.59,2026-09-14,14.72,2999599.28,0,active
645,17,ICICI Bank,overdraft,3996096.0,142705.03,2026-11-03,9.52,3156798.55,1,active
646,36,Axis Bank,invoice financing,9029908.48,365209.63,2026-02-12,15.2,6570512.11,0,active
647,9,Kotak,business expansion loan,9288629.05,338905.95,2025-12-22,10.45,3584980.42,0,active
648,11,Axis Bank,business expansion loan,1242136.49,48912.57,2026-09-10,13.92,320379.7,0,active
649,36,HDFC Bank,invoice financing,1472214.99,52132.77,2027-04-06,9.16,396351.66,0,active
650,10,HDFC Bank,overdraft,6701871.4,241788.63,2025-10-20,9.96,4262007.09,0,active
651,23,NBFC,machinery loan,7881868.29,347021.15,2026-08-04,19.5,3344759.03,5,overdue
652,36,HDFC Bank,working capital loan,4314685.65,149192.24,2026-09-05,8.16,3221872.04,2,active
653,47,HDFC Bank,business expansion loan,6897123.96,248545.53,2026-04-14,9.91,4843508.83,0,active
654,13,ICICI Bank,vehicle loan,9071659.95,310653.96,2025-09-25,7.76,6333573.01,5,overdue
655,35,HDFC Bank,machinery loan,5029696.46,193447.71,2025-07-05,12.82,732094.33,0,active
656,12,Axis Bank,invoice financing,3399977.88,146378.49,2026-07-04,18.33,740215.19,1,active
657,15,HDFC Bank,overdraft,1653332.37,64360.55,2026-08-28,13.38,674572.59,0,active
658,25,NBFC,vehicle loan,7290880.77,267048.76,2026-10-12,10.62,2982938.43,0,active
659,44,Axis Bank,machinery loan,6665006.57,294278.55,2026-02-17,19.65,5545990.35,0,active
660,44,Kotak,working capital loan,9733332.86,411909.24,2026-07-07,17.45,4656929.11,0,active
661,42,SBI,vehicle loan,5452092.37,239498.3,2027-01-01,19.38,4794421.61,0,active
662,32,SBI,vehicle loan,8720351.77,358721.36,2026-09-22,16.03,7471974.08,0,active
663,28,Kotak,machinery loan,1065048.75,38158.33,2027-01-17,9.66,432276.87,0,active
664,38,NBFC,overdraft,5942714.54,245450.62,2025-06-26,16.23,3363610.0,5,overdue
665,34,ICICI Bank,working capital loan,3534359.84,150514.64,2026-11-29,17.77,2005918.68,1,active
666,32,Axis Bank,working capital loan,6778669.35,274611.43,2026-07-30,15.28,4258194.39,0,active
667,46,Kotak,vehicle loan,7190210.17,297275.25,2025-12-16,16.28,2892526.18,1,active
668,30,NBFC,working capital loan,2322582.05,91961.35,2026-06-01,14.18,1491091.94,0,active
669,23,Kotak,machinery loan,3851665.35,152953.91,2026-06-21,14.32,1051316.25,2,active
670,43,NBFC,vehicle loan,4604240.33,187635.58,2025-09-05,15.57,3350566.76,0,active
671,14,SBI,overdraft,691710.56,29716.65,2026-03-16,18.22,455543.57,0,active
672,39,SBI,invoice financing,9517718.96,415474.87,2026-06-02,19.05,1129071.2,1,active
673,16,ICICI Bank,overdraft,7789265.62,315162.34,2025-06-29,15.22,4613436.35,0,active
674,44,Kotak,overdraft,5622884.61,223712.71,2026-02-04,14.41,1878170.84,0,active
675,27,Kotak,business expansion loan,7149848.95,272607.85,2025-10-14,12.42,1358929.84,0,active
676,38,ICICI Bank,business expansion loan,1471670.18,60256.72,2026-09-11,15.8,175065.3,10,overdue
677,30,Kotak,working capital loan,703290.5,23708.7,2026-08-13,7.12,434535.68,0,active
678,3,NBFC,overdraft,5424181.93,225344.63,2026-09-13,16.52,3089457.56,0,active
679,4,Axis Bank,vehicle loan,9291872.1,401744.41,2025-08-03,18.55,8143984.72,0,active
680,43,HDFC Bank,overdraft,5723921.8,247623.22,2026-02-09,18.58,4417310.14,1,active
681,43,NBFC,machinery loan,8363352.96,368568.32,2025-09-11,19.55,4709121.54,0,active
682,38,Axis Bank,machinery loan,4947051.76,185363.28,2025-09-26,11.63,1139632.33,1,active
683,1,SBI,business expansion loan,8112131.98,309229.96,2025-09-19,12.41,4516078.34,0,active
684,26,Kotak,working capital loan,1934857.62,78254.24,2027-03-21,15.2,1152907.46,0,active
685,36,ICICI Bank,machinery loan,7160307.84,253793.13,2026-08-31,9.2,5179383.4,0,active
686,13,Kotak,business expansion loan,8684823.21,374701.87,2026-02-06,18.44,1791717.41,0,active
687,23,Kotak,machinery loan,9264009.37,352521.29,2025-06-07,12.33,5918895.91,5,overdue
688,39,Axis Bank,overdraft,9690617.49,405417.75,2026-07-29,16.87,6143747.65,0,active
689,6,Axis Bank,invoice financing,6887328.95,266042.21,2026-05-06,13.02,4019220.87,0,active
690,14,Axis Bank,vehicle loan,3134077.32,118372.36,2026-07-29,11.99,2038053.75,0,active
691,41,Axis Bank,invoice financing,7769058.17,291943.94,2026-02-10,11.76,2797330.37,2,active
692,39,ICICI Bank,vehicle loan,9735935.55,405447.63,2026-12-02,16.64,5604676.6,0,active
693,36,Kotak,overdraft,6851325.82,254602.88,2026-03-28,11.26,5932614.16,0,active
694,1,Axis Bank,invoice financing,5975653.7,231871.96,2025-07-13,13.23,1892688.46,2,active
695,6,NBFC,working capital loan,4169086.5,157985.22,2026-11-10,12.14,2482159.82,0,active
696,28,SBI,invoice financing,3279105.71,116198.75,2026-01-25,9.19,1576210.01,0,active
697,25,HDFC Bank,machinery loan,7261136.53,296274.54,2025-05-07,15.63,5797983.64,0,active
698,49,Kotak,vehicle loan,2674172.95,94026.89,2026-01-29,8.86,723330.5,1,active
699,45,SBI,working capital loan,2346327.53,99569.02,2026-03-01,17.59,597163.69,0,active
700,46,HDFC Bank,business expansion loan,6457015.83,279068.64,2026-12-07,18.53,4796841.02,0,active
701,43,Kotak,overdraft,3887193.34,137001.97,2026-02-03,8.96,1633553.78,0,active
702,38,NBFC,machinery loan,2738460.97,114498.1,2025-05-09,16.84,763706.88,2,active
703,46,Kotak,machinery loan,9422783.5,394134.09,2027-01-02,16.86,7341284.05,0,active
704,21,HDFC Bank,machinery loan,3971138.7,176296.5,2026-07-26,19.94,3550387.45,10,overdue
705,43,Kotak,overdraft,7663225.62,284135.38,2025-12-25,11.16,4216769.37,0,active
706,41,NBFC,machinery loan,5689805.34,200581.44,2025-04-17,8.97,2235289.25,0,active
707,29,Axis Bank,working capital loan,7065035.33,261720.31,2025-07-01,11.12,2376514.43,2,active
708,28,Kotak,machinery loan,1984170.63,87160.21,2026-11-14,19.38,1073396.65,0,active
709,14,HDFC Bank,vehicle loan,8298701.82,364751.0,2025-05-20,19.41,2984096.9,1,active
710,38,SBI,business expansion loan,3365604.31,122292.97,2025-08-11,10.27,2263628.69,0,active
711,30,HDFC Bank,vehicle loan,4563280.81,197374.57,2025-06-28,18.57,2472635.53,0,active
712,29,Axis Bank,machinery loan,6815925.65,238008.34,2027-01-16,8.57,5465820.29,0,active
713,15,Kotak,working capital loan,2245281.27,99023.14,2025-05-26,19.59,1045493.34,2,active
714,38,Kotak,working capital loan,6606553.5,224586.12,2025-12-16,7.46,700942.03,1,active
715,8,Kotak,invoice financing,1709349.16,57980.17,2026-05-16,7.37,349871.5,0,active
716,25,SBI,vehicle loan,2691524.21,98046.25,2027-03-16,10.38,1929336.69,0,active
717,33,SBI,business expansion loan,8047022.29,282003.43,2025-04-16,8.72,3790628.07,0,active
718,38,ICICI Bank,vehicle loan,1902344.75,69821.34,2025-07-18,10.71,529220.24,0,active
719,46,HDFC Bank,overdraft,6169446.69,249622.67,2025-08-16,15.22,4337215.42,0,active
720,44,HDFC Bank,working capital loan,1710249.22,63198.46,2025-12-26,11.01,778719.58,0,active
721,38,Axis Bank,machinery loan,2871192.59,104423.68,2025-06-26,10.31,2410193.71,5,overdue
722,13,SBI,working capital loan,5686285.15,233153.49,2025-12-12,15.87,4421241.64,8,overdue
723,39,SBI,invoice financing,2263443.99,91392.84,2025-07-21,15.12,592549.7,0,active
724,31,ICICI Bank,business expansion loan,6344056.42,274926.73,2027-02-11,18.67,2704343.47,0,active
725,35,HDFC Bank,overdraft,1985273.36,83320.82,2026-08-22,17.03,396108.45,0,active
726,38,ICICI Bank,business expansion loan,2563203.6,100078.86,2027-02-25,13.52,260038.42,0,active
727,49,Axis Bank,vehicle loan,7270625.8,321139.5,2026-06-18,19.67,5152714.12,1,active
728,25,ICICI Bank,machinery loan,2053670.53,89237.69,2026-07-26,18.81,1021896.34,5,overdue
729,30,ICICI Bank,working capital loan,5455190.66,191992.4,2027-02-03,8.9,4239004.79,0,active
730,10,SBI,invoice financing,6896354.74,254092.36,2025-04-15,10.88,3680513.65,0,active
731,5,Axis Bank,invoice financing,518319.86,20323.9,2026-02-10,13.72,255987.44,5,overdue
732,21,ICICI Bank,working capital loan,1297294.01,49225.1,2026-01-01,12.2,472146.92,0,active
733,6,Kotak,invoice financing,8658138.14,382497.3,2026-03-05,19.68,7491123.6,0,active
734,48,NBFC,working capital loan,1418297.12,58875.09,2025-09-25,16.48,834101.67,2,active
735,4,SBI,working capital loan,6014411.27,265402.6,2026-11-04,19.62,2289914.17,0,active
736,5,HDFC Bank,overdraft,3885493.9,140471.4,2026-07-23,10.05,2243113.56,0,active
737,27,ICICI Bank,working capital loan,2846624.82,106590.28,2025-07-20,11.6,1965927.5,0,active
738,22,SBI,machinery loan,3919985.58,152106.33,2027-03-20,13.23,2569514.99,0,active
739,37,ICICI Bank,working capital loan,3121532.24,137824.32,2026-03-15,19.65,2578150.7,0,active
740,22,HDFC Bank,working capital loan,9029514.64,375427.15,2026-09-15,16.56,3693061.18,0,active
741,44,ICICI Bank,vehicle loan,3510532.37,122117.77,2025-05-30,8.41,2859472.56,5,overdue
742,12,Axis Bank,overdraft,6369369.44,269813.57,2026-11-17,17.5,5212461.76,1,active
743,20,SBI,business expansion loan,9239765.02,377701.06,2027-03-11,15.72,4922540.27,0,active
744,49,NBFC,invoice financing,4938559.36,214264.89,2026-06-29,18.73,1039578.02,0,active
745,19,Axis Bank,overdraft,3926085.52,161831.06,2026-05-23,16.13,725502.38,0,active
746,30,Axis Bank,invoice financing,8970789.47,316394.76,2026-05-16,8.99,4009735.41,10,overdue
747,9,Axis Bank,invoice financing,6187425.3,247823.57,2026-11-01,14.73,5421123.1,5,overdue
748,44,ICICI Bank,invoice financing,2439860.53,102318.26,2026-07-15,16.99,1720032.77,1,active
749,5,NBFC,working capital loan,4582944.78,160530.37,2026-06-19,8.7,545097.85,0,active
750,31,ICICI Bank,vehicle loan,3592917.17,150343.62,2025-09-02,16.88,807600.46,0,active
751,32,Axis Bank,machinery loan,8919583.84,364241.12,2026-09-05,15.67,1837085.5,0,active
752,43,Axis Bank,machinery loan,4966875.33,197281.53,2027-01-08,14.33,1453420.11,0,active
753,32,SBI,vehicle loan,7952466.27,321169.19,2026-10-03,15.13,4878453.07,1,active
754,21,ICICI Bank,business expansion loan,7592006.99,305409.57,2026-02-18,14.94,4710072.44,1,active
755,25,ICICI Bank,vehicle loan,1249525.59,54378.66,2025-06-08,18.89,986533.88,0,active
756,34,NBFC,working capital loan,1805585.49,61289.6,2025-12-05,7.4,1553664.34,0,active
757,13,HDFC Bank,invoice financing,7667022.53,294051.61,2026-01-15,12.69,5116170.31,1,active
758,26,Kotak,vehicle loan,6792000.81,279339.9,2027-02-21,16.02,693918.22,0,active
759,22,HDFC Bank,machinery loan,1134438.48,49653.74,2026-06-24,19.19,946550.4,0,active
760,40,SBI,working capital loan,4048703.97,158889.14,2026-12-30,13.76,686042.07,2,active
761,31,Kotak,overdraft,5932124.87,243678.51,2025-12-15,15.96,2818707.66,0,active
762,1,ICICI Bank,machinery loan,5530893.22,218900.46,2025-10-10,14.16,2701986.62,0,active
763,2,Kotak,vehicle loan,8287115.87,311618.58,2026-11-03,11.79,3326517.81,0,active
764,43,SBI,machinery loan,9815074.19,372591.12,2026-09-13,12.22,2805121.57,1,active
765,40,Kotak,overdraft,929365.64,31647.48,2026-07-11,7.53,568246.86,5,overdue
766,28,HDFC Bank,business expansion loan,9745207.66,418177.69,2026-01-13,18.16,5962143.45,0,active
767,4,HDFC Bank,business expansion loan,1571009.74,55447.92,2027-02-11,9.02,789764.44,0,active
768,11,ICICI Bank,business expansion loan,4408812.66,172176.38,2025-06-15,13.53,3257149.08,2,active
769,42,SBI,machinery loan,1840614.31,81590.34,2026-11-05,19.86,1380151.39,1,active
770,33,SBI,vehicle loan,6703266.51,287365.31,2025-06-01,18.11,3935066.42,0,active
771,6,Axis Bank,business expansion loan,4477579.36,174264.9,2026-04-28,13.37,577400.73,0,active
772,18,Axis Bank,invoice financing,1614997.33,66246.29,2026-10-08,15.89,741695.18,0,active
773,35,SBI,working capital loan,7411315.55,268989.58,2026-08-14,10.22,6356256.07,10,overdue
774,31,Kotak,vehicle loan,7304410.58,314109.94,2027-02-10,18.27,5726644.07,2,active
775,47,Axis Bank,machinery loan,6351945.07,214925.12,2026-09-08,7.27,2461841.48,0,active
776,5,HDFC Bank,business expansion loan,1900528.54,78623.81,2025-09-17,16.31,1467922.66,5,overdue
777,14,ICICI Bank,vehicle loan,4393516.27,169858.22,2027-04-09,13.06,1711132.34,1,active
778,12,SBI,machinery loan,4830844.67,174487.43,2025-07-13,10.01,1042984.77,0,active
779,4,Kotak,invoice financing,9276228.57,398439.78,2025-09-30,18.21,8250137.46,0,active
780,20,HDFC Bank,vehicle loan,1788851.8,65029.73,2026-06-18,10.29,311892.08,0,active
781,49,HDFC Bank,invoice financing,9640684.82,414736.9,2026-06-18,18.29,6666782.48,2,active
782,50,NBFC,invoice financing,9539558.9,326994.88,2026-10-04,7.8,2366428.53,0,active
783,45,ICICI Bank,invoice financing,3453483.93,136997.79,2026-01-27,14.27,663852.03,0,active
784,24,Kotak,business expansion loan,2496691.77,93341.6,2025-08-11,11.53,1271008.04,0,active
785,21,SBI,working capital loan,4731819.11,200602.84,2025-12-09,17.54,3011580.51,0,active
786,38,ICICI Bank,machinery loan,3261018.54,119851.49,2026-04-25,10.77,2824351.52,0,active
787,28,HDFC Bank,overdraft,1414606.61,56175.6,2026-01-05,14.32,1213508.82,0,active
788,1,ICICI Bank,invoice financing,9533442.03,363488.96,2026-02-11,12.42,8294901.69,0,active
789,28,Axis Bank,invoice financing,3694962.63,155044.74,2026-06-26,17.02,3120479.84,0,active
790,6,SBI,working capital loan,6433958.77,247618.05,2027-02-22,12.85,5201192.46,5,overdue
791,46,Axis Bank,machinery loan,6508545.53,268441.34,2026-09-09,16.16,1402439.3,0,active
792,21,Axis Bank,vehicle loan,2182882.22,83901.5,2026-07-16,12.79,509651.22,1,active
793,3,Axis Bank,overdraft,7596567.99,306605.92,2025-10-08,15.1,4411493.82,0,active
794,10,HDFC Bank,business expansion loan,8928729.87,346385.11,2027-03-16,13.22,1007258.66,0,active
795,2,SBI,vehicle loan,2916942.26,125655.39,2026-05-27,18.36,614764.12,1,active
796,16,SBI,machinery loan,4934194.08,167570.71,2025-06-10,7.42,2311555.85,0,active
797,46,HDFC Bank,working capital loan,5147355.36,217447.17,2026-11-11,17.36,4122742.82,8,overdue
798,45,ICICI Bank,overdraft,7749356.66,320974.05,2026-02-12,16.37,2528054.71,0,active
799,45,HDFC Bank,vehicle loan,8097228.57,331401.57,2026-07-04,15.78,3559859.64,0,active
800,36,Kotak,invoice financing,4057643.16,171717.2,2026-04-26,17.45,1697903.18,2,active
801,3,Axis Bank,overdraft,5564060.9,203103.68,2025-04-22,10.47,4828662.91,2,active
802,44,Kotak,business expansion loan,3826602.64,131263.1,2025-12-04,7.83,3213646.54,0,active
803,14,SBI,machinery loan,3180223.72,111369.67,2025-09-26,8.69,2351330.43,1,active
804,41,SBI,machinery loan,2960859.33,123648.78,2026-03-13,16.78,721125.91,0,active
805,5,ICICI Bank,overdraft,8359849.34,355943.81,2025-10-31,17.76,4729342.73,0,active
806,38,NBFC,business expansion loan,9937133.07,388900.74,2026-05-01,13.63,8590458.82,0,active
807,41,SBI,invoice financing,3938305.45,152587.46,2025-05-15,13.16,1437573.05,0,active
808,33,ICICI Bank,vehicle loan,4856180.35,183658.04,2025-05-12,12.05,3223396.4,0,active
809,7,HDFC Bank,machinery loan,3625719.59,123042.82,2026-05-06,7.39,2846139.11,5,overdue
810,49,SBI,vehicle loan,7589719.68,328529.45,2026-10-08,18.61,2842804.83,0,active
811,17,Kotak,business expansion loan,738190.44,31978.0,2026-04-24,18.65,366579.4,0,active
812,14,Axis Bank,vehicle loan,1662524.64,70232.43,2025-07-19,17.36,958830.12,0,active
813,42,SBI,machinery loan,4312533.87,170177.38,2025-07-11,14.02,626170.39,5,overdue
814,50,NBFC,machinery loan,9262724.87,368604.99,2025-07-16,14.42,5050418.15,0,active
815,27,Kotak,working capital loan,5838200.0,236366.01,2026-01-10,15.25,2127893.2,0,active
816,34,ICICI Bank,machinery loan,9528266.67,338994.55,2025-11-30,9.36,5207136.35,1,active
817,50,Axis Bank,machinery loan,7982698.89,290060.23,2025-10-09,10.27,973310.86,0,active
818,44,HDFC Bank,business expansion loan,2644768.79,99957.57,2025-05-26,12.02,971245.6,0,active
819,46,NBFC,machinery loan,4758711.22,187268.51,2025-08-02,13.89,1017572.55,0,active
820,6,ICICI Bank,vehicle loan,2992806.18,122139.75,2026-05-22,15.64,2348646.98,0,active
821,19,SBI,working capital loan,7101973.47,252731.62,2025-05-06,9.37,1143552.75,0,active
822,16,NBFC,machinery loan,7659644.52,281257.89,2026-03-04,10.73,6435727.22,0,active
823,7,Axis Bank,working capital loan,8499659.69,288020.41,2026-11-15,7.33,1548352.91,0,active
824,36,Kotak,invoice financing,1166619.14,43304.25,2025-06-11,11.21,855581.05,5,overdue
825,43,ICICI Bank,working capital loan,4160638.74,151597.5,2026-10-14,10.39,2852521.15,2,active
826,45,Axis Bank,machinery loan,2674197.83,100401.27,2026-06-12,11.72,2215229.67,0,active
827,10,SBI,working capital loan,8980992.27,352079.84,2025-08-17,13.71,1852672.12,0,active
828,23,Axis Bank,vehicle loan,895539.78,31361.31,2026-03-18,8.69,644450.81,8,overdue
829,9,SBI,working capital loan,5860977.96,198019.65,2025-09-09,7.21,1925661.65,0,active
830,30,NBFC,overdraft,5575494.67,239482.98,2027-03-29,18.21,2485993.72,0,active
831,22,NBFC,machinery loan,5770575.22,249930.02,2026-11-07,18.64,4359148.92,10,overdue
832,4,ICICI Bank,invoice financing,2011390.53,71694.9,2026-06-02,9.44,754085.94,0,active
833,4,HDFC Bank,vehicle loan,4727348.92,175634.14,2026-06-26,11.25,3698836.29,0,active
834,48,ICICI Bank,overdraft,6223718.36,218314.21,2026-11-10,8.76,4349915.53,2,active
835,12,SBI,overdraft,1180724.3,46897.71,2026-04-30,14.33,820958.34,5,overdue
836,47,SBI,vehicle loan,6075562.91,211902.13,2025-05-14,8.52,3238838.69,0,active
837,3,Axis Bank,business expansion loan,1539800.82,54513.23,2026-09-16,9.15,1350641.33,0,active
838,30,ICICI Bank,overdraft,5659325.29,196252.82,2026-10-04,8.28,3008678.64,0,active
839,8,SBI,working capital loan,6004356.74,202813.83,2026-05-04,7.2,2616661.26,8,overdue
840,26,SBI,business expansion loan,6967833.36,260326.0,2025-08-19,11.5,5945976.21,0,active
841,20,NBFC,invoice financing,2016417.59,75957.33,2027-02-10,11.87,1373374.17,0,active
842,15,SBI,machinery loan,9178360.93,367159.93,2026-10-24,14.67,1458978.96,0,active
843,45,Kotak,working capital loan,9485983.44,378121.84,2025-09-28,14.5,5822056.8,0,active
844,41,SBI,machinery loan,5169905.64,224862.17,2027-01-24,18.86,3060921.72,0,active
845,13,Axis Bank,business expansion loan,3262520.94,132521.79,2026-11-17,15.41,1077574.15,0,active
846,47,SBI,vehicle loan,536351.73,20691.26,2027-03-06,12.96,416347.61,0,active
847,20,HDFC Bank,vehicle loan,8953268.21,331892.68,2027-02-16,11.15,2104650.74,5,overdue
848,9,HDFC Bank,vehicle loan,757945.91,27073.41,2025-07-01,9.53,359609.61,8,overdue
849,13,SBI,machinery loan,7519222.72,278232.13,2025-06-25,11.07,5696784.73,0,active
850,47,HDFC Bank,overdraft,1724595.36,71273.69,2026-07-17,16.26,1123243.79,0,active
851,10,Kotak,working capital loan,7434458.17,314250.42,2027-03-10,17.39,3003288.78,0,active
852,39,ICICI Bank,vehicle loan,6537313.97,277636.09,2026-03-04,17.63,1259694.7,0,active
853,6,ICICI Bank,business expansion loan,7822905.34,297487.71,2025-04-22,12.3,2548645.14,0,active
854,47,HDFC Bank,machinery loan,9658418.47,344993.34,2026-06-28,9.53,8393346.55,0,active
855,14,HDFC Bank,machinery loan,531128.84,21339.58,2026-02-28,14.88,300677.77,0,active
856,47,NBFC,working capital loan,9592189.3,367647.3,2025-09-15,12.66,3126529.81,0,active
857,2,HDFC Bank,vehicle loan,6395577.63,222637.16,2027-01-03,8.44,1513162.48,0,active
858,50,ICICI Bank,overdraft,3215964.89,112594.5,2026-07-15,8.68,1360895.92,1,active
859,9,HDFC Bank,working capital loan,4988050.54,183407.85,2026-03-13,10.79,1792710.36,2,active
860,31,NBFC,overdraft,9961171.84,375812.88,2025-06-12,11.94,4587470.85,0,active
861,43,SBI,vehicle loan,8533610.24,319322.95,2025-12-08,11.57,5419503.57,0,active
862,41,NBFC,invoice financing,1299846.13,43981.74,2026-03-08,7.27,1146624.05,8,overdue
863,21,ICICI Bank,business expansion loan,9153892.17,341770.74,2027-01-08,11.47,5577914.88,0,active
864,16,SBI,working capital loan,1690160.13,67132.22,2027-01-05,14.33,190543.4,0,active
